"Qlm" "dQlm"
"1" 0.282094791773878 0
"2" 0.132214886981748 -0.834096661374255
"3" 0.45140986028071 -1.57100424039825
"4" -0.132214886981748 0.834096661374255
"5" 0.0565685471875849 -0.713741658372709
"6" 0.27313710764802 -3.44624958334812
"7" 0.807610619657425 -10.189855876663
"8" -0.27313710764802 3.44624958334812
"9" 0.0565685471875849 -0.713741658372709
"10" 0.0233823458866035 -0.442532692444983
"11" 0.138273638562936 -2.61695750564013
"12" 0.527819074431848 -9.9894680056875
"13" 1.47139790865737 -27.8475770281512
"14" -0.527819074431848 9.9894680056875
"15" 0.138273638562936 -2.61695750564013
"16" -0.0233823458866035 0.442532692444983
"17" 0.00949082580457446 -0.239496967338421
"18" 0.0648074123601973 -1.63538758806813
"19" 0.292707862806314 -7.38635887979676
"20" 0.999367155006561 -25.2186066639571
"21" 2.69746466082926 -68.069377636221
"22" -0.999367155006561 25.2186066639571
"23" 0.292707862806314 -7.38635887979676
"24" -0.0648074123601973 1.63538758806813
"25" 0.00949082580457446 -0.239496967338421
"26" 0.00380925464285647 -0.12015615837457
"27" 0.0290814255090652 -0.917321811441095
"28" 0.14893529607929 -4.69789885452426
"29" 0.587161653189255 -18.5209693776675
"30" 1.87522072530915 -59.1505004476574
"31" 4.95928083894017 -156.431688027247
"32" -1.87522072530915 59.1505004476574
"33" 0.587161653189255 -18.5209693776675
"34" -0.14893529607929 4.69789885452426
"35" 0.0290814255090652 -0.917321811441095
"36" -0.00380925464285647 0.12015615837457
"37" 0.00151726248303944 -0.0574312137046858
"38" 0.0126889891967145 -0.480301897924157
"39" 0.0718429335866248 -2.71938897725829
"40" 0.316664307958255 -11.9863344321051
"41" 1.14674290048846 -43.4063567236918
"42" 3.50188384503453 -132.552832302476
"43" 9.1316827908733 -345.651218367609
"44" -3.50188384503453 132.552832302476
"45" 1.14674290048846 -43.4063567236918
"46" -0.316664307958255 11.9863344321051
"47" 0.0718429335866248 -2.71938897725829
"48" -0.0126889891967145 0.480301897924157
"49" 0.00151726248303944 -0.0574312137046858
"50" 0.000601010406027492 -0.0265409250950344
"51" 0.00542902316466217 -0.239748423167758
"52" 0.0334159689240511 -1.47566617698574
"53" 0.161346570752564 -7.12514659602846
"54" 0.645954267324038 -28.5256688601843
"55" 2.20542582017051 -97.3927254982049
"56" 6.52099353534799 -287.970389915275
"57" 16.8300508633775 -743.223602837401
"58" -6.52099353534799 287.970389915275
"59" 2.20542582017051 -97.3927254982049
"60" -0.645954267324038 28.5256688601843
"61" 0.161346570752564 -7.12514659602846
"62" -0.0334159689240511 1.47566617698574
"63" 0.00542902316466217 -0.239748423167758
"64" -0.000601010406027492 0.0265409250950344
"65" 0.000237075197748045 -0.0119649843039889
"66" 0.00228940063082245 -0.115544109521085
"67" 0.0151365923593122 -0.763930987785256
"68" 0.0789418302128934 -3.98412726593716
"69" 0.343577374652916 -17.3400589094806
"70" 1.28500809344899 -64.8532694042333
"71" 4.2005123482833 -211.996298192841
"72" 12.1207342989132 -611.723187481819
"73" 31.0370815719526 -1566.41520233889
"74" -12.1207342989132 611.723187481819
"75" 4.2005123482833 -211.996298192841
"76" -1.28500809344899 64.8532694042333
"77" 0.343577374652916 -17.3400589094806
"78" -0.0789418302128934 3.98412726593716
"79" 0.0151365923593122 -0.763930987785256
"80" -0.00228940063082245 0.115544109521085
"81" 0.000237075197748045 -0.0119649843039889
